UserID,ProjectID,StartDate,EndDate
189,1,19909,
190,1,19876,19894
191,1,19953,20001
192,1,19783,19889
193,1,19858,
194,1,19737,19912
195,1,19777,19905
196,1,19982,19997
197,1,19760,19931
198,1,19757,19771
199,1,19789,19835
200,1,20008,20070
201,1,19780,19791
202,1,19894,19965
203,1,20016,20194
204,1,20066,20239
205,1,19856,19996
206,1,19814,19839
207,1,19994,20105
208,1,19844,19973
209,1,19775,19937
210,1,19745,19850
211,1,20070,
212,1,19811,19879
213,1,19800,
214,1,19873,
215,1,20059,
216,1,20003,20030
217,1,19884,20008
218,1,19917,19994
219,1,19877,19928
220,1,19906,
221,1,19739,
222,1,19888,
223,1,19954,20124
224,1,19954,20080
225,1,19846,20007
226,1,19726,19820
227,1,20003,
228,1,19953,
229,1,19859,19901
230,1,20034,20174
231,1,19732,
232,1,20064,
233,1,19795,19933
234,1,19978,20081
235,1,20031,20053
236,1,19901,19972
237,1,20062,
238,1,19817,19936
239,1,19941,19989
240,1,19899,20015
241,1,19941,
242,1,19831,19968
243,1,20023,
244,1,20044,20180
245,1,19964,
246,1,19810,19851
247,1,19733,19807
248,1,19887,19913
249,1,19823,
250,1,19988,20068
251,1,19999,20060
252,1,19993,
253,1,19896,
254,1,20004,20131
255,1,20061,
256,1,20016,
257,1,19886,19917
258,1,19949,
259,1,19947,19984
260,1,20077,
261,1,19922,20038
262,1,19966,
263,1,20056,
264,1,20062,
265,1,19804,
266,1,19830,
267,1,19824,
268,1,20023,20026
269,1,19776,
270,1,19976,20071
271,1,19868,20048
272,1,19810,
273,1,19863,
274,1,20002,20150
275,1,19954,19988
276,1,19786,19887
277,1,19880,
278,1,19849,19870
279,1,19932,
280,1,19955,
281,1,19903,
282,1,19793,19876
283,1,20063,
285,1,19788,
286,1,19729,19830
287,1,19873,19980
288,1,19766,19923
289,1,19969,
290,1,19813,
291,1,19759,19830
292,1,19770,
293,1,19842,
294,1,20012,
295,1,19940,20012
296,1,19731,
297,1,19944,19955
298,1,19905,19960
299,1,19864,19976
300,1,19934,
301,1,19778,
302,1,20049,
303,1,19818,19966
304,1,19747,
305,1,19960,
306,1,19788,19943
307,1,19849,
308,1,20021,20110
309,1,19882,
310,1,20057,
311,1,19981,19990
312,1,19935,19936
313,1,19800,
314,1,19912,
315,1,20005,20172
316,1,19830,19961
317,1,19862,19962
318,1,19924,
319,1,19881,20041
320,1,19946,20028
321,1,20029,20122
322,1,20071,
323,1,19748,
324,1,20010,
325,1,19992,
326,1,19904,20069
327,1,20054,
328,1,19994,20121
329,1,19808,19896
330,1,20063,
331,1,19789,19862
332,1,20027,
333,1,20035,20151
334,1,20040,
335,1,19906,
336,1,20032,20179
337,1,20019,20133
338,1,19829,
339,1,19853,19944
340,1,19779,19788
341,1,19787,
342,1,19854,19892
343,1,20076,20078
344,1,19956,
345,1,19962,20073
346,1,19763,19900
347,1,19788,
348,1,19839,19953
349,1,20006,
350,1,20052,
351,1,19858,19908
352,1,19830,
353,1,19878,
354,1,20040,20101
355,1,19925,19936
356,1,19811,19975
357,1,19846,19859
358,1,19845,
359,1,19935,19993
360,1,19928,
361,1,19987,
362,1,19904,19980
363,1,20022,
364,1,19870,19875
365,1,19864,19875
366,1,19873,19984
367,1,19876,
368,1,19845,19939
369,1,20033,
370,1,20074,20115
371,1,19740,19761
372,1,19976,20153
373,1,19977,
374,1,19913,20027
375,1,19969,
376,1,19921,
377,1,19946,19999
378,1,19758,
379,1,19905,
380,1,19964,20041
381,1,19998,
382,1,19742,19787
383,1,19724,19813
384,1,19914,19996
385,1,19881,
386,1,20040,20126
387,1,19934,19990
388,1,19764,19857
389,1,20041,20111
390,1,19999,20123
391,1,19962,20006
392,1,20023,20046
393,1,20076,
394,1,19803,
395,1,19828,19845
396,1,19773,19848
397,1,20062,20137
398,1,19813,
399,1,19912,
400,1,19887,
401,1,19928,19963
402,1,20030,20176
403,1,19892,19944
404,1,20043,20195
405,1,20002,
406,1,19743,
407,1,19792,
408,1,19853,19995
409,1,19992,20011
410,1,20050,20193
411,1,20085,20125
412,1,19837,19930
413,1,20034,
414,1,19839,19926
415,1,19808,19811
416,1,19964,
417,1,19808,19820
418,1,19835,19913
419,1,19956,
420,1,19991,
421,1,19961,20111
422,1,19938,
423,1,19743,
424,1,19939,20116
425,1,19743,19886
426,1,19797,
427,1,19828,
428,1,19795,19898
429,1,19840,
430,1,19949,
431,1,19972,20132
432,1,19743,
433,1,20024,
434,1,19804,
435,1,20062,
436,1,19915,
437,1,20082,20113
438,1,19751,19886
439,1,19961,20079
440,1,20078,
441,1,19731,19777
442,1,19865,19969
443,1,19852,19916
444,1,20072,
445,1,19963,20125
446,1,19744,19915
447,1,19979,20025
448,1,19812,
449,1,19995,20011
450,1,20004,20005
451,1,19880,20041
452,1,19916,
453,1,19764,
454,1,20022,20184
455,1,19781,
456,1,19922,
457,1,20051,20117
458,1,19955,20033
459,1,19794,
460,1,19963,20059
461,1,19757,19897
462,1,20039,20165
463,1,19723,19884
464,1,19763,19804
465,1,19897,20059
466,1,19723,19770
467,1,20075,20156
468,1,20040,
469,1,19921,
470,1,19797,
471,1,20044,20104
472,1,20049,20123
473,1,19799,19925
474,1,19831,
475,1,20013,20037
476,1,19945,20024
477,1,19722,19761
478,1,19854,
479,1,19991,20169
480,1,20078,
481,1,19898,19922
482,1,19923,19944
483,1,19950,
484,1,19724,
485,1,19935,
486,1,19839,
487,1,19827,
488,1,20040,
489,1,19918,20025
490,1,19871,
491,1,19965,
492,1,20020,20127
493,1,19980,20028
494,1,19725,
495,1,19768,19777
496,1,19847,
497,1,19994,20160
498,1,19918,
499,1,19903,
500,1,19838,
501,1,20008,
502,1,19741,19820
503,1,19832,19855
504,1,20071,20131
505,1,20072,20233
506,1,20025,20113
507,1,19765,19926
508,1,19829,
509,1,19803,19874
510,1,19972,
511,1,19731,19886
512,1,20036,20169
513,1,19908,19918
514,1,19926,19947
515,1,20036,
516,1,20034,20071
517,1,19941,20031
518,1,19787,
519,1,19727,19884
520,1,19743,19917
521,1,19959,19993
522,1,20064,
523,1,20018,20188
524,1,19752,
525,1,19940,19978
526,1,19941,
527,1,19803,19913
528,1,20072,
529,1,20041,20147
530,1,20047,
531,1,20059,20103
532,1,20000,20132
533,1,19996,20125
534,1,20011,20146
535,1,19763,19883
536,1,19854,19966
537,1,19996,
538,1,20034,
539,1,19897,20063
540,1,19904,
541,1,19978,20003
542,1,19754,19837
543,1,19757,19924
544,1,19764,19894
545,1,20076,
546,1,19780,19807
547,1,19935,20004
548,1,19753,19832
549,1,19733,
550,1,19817,
551,1,19760,19908
552,1,19971,
553,1,19972,
554,1,19870,19975
555,1,19786,
556,1,19818,
557,1,19756,19835
558,1,19756,
559,1,20050,20117
560,1,19850,
561,1,20001,20140
562,1,19918,20020
563,1,19911,
564,1,19755,
565,1,19739,
566,1,19815,
567,1,19799,19969
568,1,20043,
569,1,19959,20044
570,1,19844,
571,1,19889,19908
572,1,19906,20009
573,1,19964,20053
574,1,19852,19958
575,1,19886,20026
576,1,19914,19994
577,1,19943,
578,1,19916,19969
579,1,19933,20001
580,1,19954,20108
581,1,20019,
582,1,19762,19907
583,1,19849,19890
584,1,19877,
585,1,19723,19850
586,1,19945,
587,1,19772,19915
588,1,19864,19941
589,1,19998,
590,1,20024,20051
591,1,20075,20148
592,1,20013,20083
593,1,20052,20055
594,1,19772,
595,1,19808,
596,1,19976,19990
597,1,20000,20031
598,1,19898,20020
599,1,19968,
600,1,19945,19961
601,1,20031,
602,1,19998,20101
603,1,19965,20050
604,1,20010,20130
605,1,19724,19782
606,1,19726,
607,1,19970,
608,1,19949,19974
609,1,19901,19942
610,1,19851,19951
611,1,19892,20015
612,1,19813,
613,1,19902,
614,1,20054,20110
615,1,19785,
616,1,19775,
617,1,20038,20163
618,1,20077,
619,1,19999,20098
620,1,19937,20018
621,1,19856,19928
622,1,19955,20097
623,1,20076,20089
624,1,20073,
625,1,19932,
626,1,19941,20006
627,1,20075,20127
628,1,19875,19886
629,1,19785,19810
630,1,19770,19773
631,1,19745,
632,1,19754,19874
633,1,19952,20130
634,1,19837,
635,1,19947,
636,1,19899,20016
637,1,20000,
638,1,20029,
639,1,19918,
640,1,19781,19928
641,1,19998,20127
642,1,19868,
643,1,20041,20057
644,1,20019,
645,1,20039,20051
646,1,20069,
647,1,19969,20126
648,1,19879,19914
649,1,19896,
650,1,20018,
651,1,19764,19942
652,1,19996,20133
653,1,19772,19795
654,1,19811,19947
655,1,19878,19923
656,1,19768,
657,1,20022,20109
658,1,19933,
659,1,20010,20078
660,1,19729,
661,1,20028,
662,1,19832,19841
663,1,20039,
664,1,19961,
665,1,19931,20111
666,1,19766,
667,1,20022,
668,1,20023,20076
669,1,19864,
670,1,20013,20090
671,1,19841,19942
672,1,19908,20088
673,1,19975,
674,1,20024,20182
675,1,19781,19869
676,1,19849,19914
677,1,20021,20053
678,1,19724,19758
679,1,20044,
680,1,19723,19851
681,1,19939,20106
682,1,19911,
683,1,20009,20025
684,1,19749,
685,1,19766,
686,1,19934,20037
687,1,19748,
688,1,19922,19983
689,1,19741,
690,1,20003,
691,1,20083,
692,1,19780,
693,1,19891,20062
694,1,19877,
695,1,19836,
696,1,20046,20220
697,1,19875,
698,1,20020,
699,1,19782,
700,1,19980,20027
701,1,20066,
702,1,19761,
703,1,19916,20082
704,1,19792,19964
705,1,20007,
706,1,20049,20205
707,1,19869,19905
708,1,19798,
709,1,19797,
710,1,20083,20087
711,1,19977,
712,1,19999,20170
713,1,19995,20019
714,1,19914,20071
715,1,19808,19873
716,1,19934,
717,1,19852,19914
718,1,19845,19887
719,1,20057,
720,1,19920,
721,1,19828,19901
722,1,19778,19868
723,1,19954,
724,1,19951,20088
725,1,19797,
726,1,19835,
727,1,19915,20056
728,1,19781,19861
729,1,19742,19797
730,1,20081,
731,1,19729,19880
732,1,19894,
733,1,19753,19770
734,1,20067,20204
735,1,19983,
736,1,19953,19967
737,1,19987,
738,1,19981,
739,1,20012,20067
740,1,19828,19864
741,1,19939,
742,1,19774,19937
743,1,19945,
744,1,20061,
745,1,19928,20058
746,1,19743,
747,1,19746,
748,1,20046,20146
749,1,19805,
750,1,19919,
751,1,19775,19840
752,1,19997,20144
753,1,19916,19953
754,1,19994,
755,1,19776,
756,1,19846,20004
757,1,19835,
758,1,19883,19994
759,1,19837,19918
760,1,19931,
761,1,19982,
763,1,20014,
764,1,19845,19885
765,1,20070,20183
766,1,20085,20223
767,1,19854,
768,1,19939,
769,1,19933,20005
770,1,19997,
771,1,20079,20253
772,1,19997,20021
773,1,19907,19986
774,1,19966,20041
775,1,19993,
776,1,19877,20043
777,1,19739,
778,1,20018,
779,1,20064,
780,1,19889,
781,1,19904,
782,1,19870,
783,1,19762,
784,1,19886,20047
785,1,20059,20215
786,1,20000,20031
787,1,19883,19983
788,1,19848,19981
789,1,19840,
790,1,19932,
791,1,20003,20048
792,1,19735,19878
793,1,19859,19981
794,1,19841,
795,1,19934,20080
796,1,19947,
797,1,19977,
798,1,19877,
799,1,19853,19936
800,1,19865,19994
801,1,19901,19911
802,1,19777,19895
803,1,20039,20074
804,1,20056,20071
805,1,19906,20028
806,1,19938,20062
807,1,20012,20170
808,1,19794,19895
809,1,20043,20072
810,1,19826,19851
811,1,19904,
812,1,19960,20039
813,1,20065,20190
814,1,19877,19895
815,1,20030,
816,1,20006,
818,1,19826,
819,1,19910,
820,1,20000,20050
821,1,19840,
822,1,19993,20026
823,1,19932,19998
824,1,19756,19851
825,1,19947,20105
826,1,19984,20090
827,1,20043,20079
828,1,19806,19960
829,1,19821,
830,1,19927,20105
831,1,19884,19967
832,1,19829,19888
833,1,20043,
834,1,20066,20170
835,1,20013,20099
836,1,19978,20058
837,1,19950,20077
838,1,20047,
839,1,19736,19851
840,1,19969,
841,1,19828,19993
842,1,19755,19888
843,1,19729,19778
844,1,19877,
845,1,20049,20146
846,1,19844,
847,1,19910,20084
848,1,19776,19854
849,1,19861,19875
850,1,20028,
851,1,19952,20082
852,1,19966,19993
853,1,20036,20071
854,1,19726,19857
855,1,19884,
856,1,19923,19953
857,1,19859,19936
858,1,19912,19950
859,1,19739,
860,1,19867,20018
861,1,20043,20190
862,1,19723,19742
863,1,19991,
864,1,19892,20055
865,1,19987,20018
866,1,19809,
867,1,19936,19968
868,1,19867,19930
869,1,20048,20180
870,1,19777,
871,1,20050,
872,1,20056,20205
873,1,19916,
874,1,19801,
875,1,19732,19909
876,1,19888,19902
877,1,19786,19811
878,1,19970,20122
879,1,19926,20013
880,1,19734,
881,1,19941,
882,1,20056,20058
883,1,19900,19950
884,1,19856,19921
885,1,19950,20046
886,1,20032,
887,1,20058,
888,1,19924,20053
889,1,19852,19895
890,1,19938,
891,1,19784,19955
892,1,19758,19905
893,1,19851,
894,1,19871,19917
895,1,19991,20105
896,1,19758,19789
897,1,19838,
898,1,20006,20132
899,1,20031,20173
900,1,19861,
901,1,19897,
902,1,19861,19913
903,1,19972,20149
904,1,20077,20091
905,1,19958,19975
906,1,19855,19928
907,1,19749,
908,1,20018,20164
909,1,19962,
910,1,19904,
911,1,20030,
912,1,19836,19887
913,1,20001,20045
914,1,20060,20076
915,1,20005,20109
916,1,20033,20135
917,1,19733,19801
918,1,19915,
919,1,19803,19957
920,1,20066,
921,1,19869,19927
922,1,19750,
923,1,19930,
924,1,19726,
925,1,19734,19901
926,1,20075,
927,1,19817,19831
928,1,20085,20129
929,1,19872,
930,1,19737,19776
931,1,20070,20232
932,1,19983,20078
933,1,19860,
934,1,19952,
935,1,19991,20115
936,1,19944,20072
937,1,19984,
938,1,19842,20010
939,1,19866,
940,1,19939,
941,1,19914,20023
942,1,19930,19932
943,1,19803,
944,1,19778,19881
945,1,20021,20175
946,1,19817,19988
947,1,19877,20018
948,1,19966,
949,1,20051,
950,1,19940,20036
951,1,19857,
952,1,19977,19994
953,1,19821,19843
954,1,19872,20006
955,1,19837,19945
956,1,19830,19851
957,1,20023,
958,1,19756,19910
959,1,19752,19849
960,1,19732,19912
961,1,20018,20168
962,1,19919,19971
963,1,19762,19777
964,1,20045,20157
965,1,19921,20070
966,1,19947,
967,1,20046,20186
968,1,20042,
969,1,19770,
970,1,19764,
971,1,19946,19988
972,1,19925,19961
973,1,20051,20149
974,1,19895,
975,1,19927,
976,1,19837,19908
977,1,19750,19751
978,1,19979,20149
979,1,19813,
980,1,20034,20049
981,1,19812,19956
982,1,20082,20086
983,1,20004,
984,1,19886,19943
985,1,19749,
986,1,19759,19892
987,1,20048,
988,1,19880,20013
989,1,19989,20025
990,1,19926,
991,1,19869,
992,1,19901,
993,1,20062,
994,1,19895,
995,1,19994,
996,1,19914,
997,1,19899,
998,1,19789,19954
999,1,19963,20123
1000,1,19886,20016
1001,1,19964,20012
1002,1,19813,
1003,1,19947,
1004,1,19858,
1005,1,20069,20177
1006,1,20032,20084
1007,1,19881,20045
1008,1,20071,
1009,1,19732,19760
1010,1,19942,20019
1011,1,19915,20043
1012,1,19917,20041
1013,1,19837,
1014,1,19733,19848
1015,1,19852,20004
1016,1,19967,20099
1017,1,19898,
1018,1,19902,19981
1019,1,19754,19798
1020,1,19919,20099
1021,1,19824,
1022,1,19988,20088
1023,1,20061,
1024,1,19972,
1025,1,20029,
1026,1,20083,
1027,1,19779,19928
1028,1,20008,20148
1029,1,20084,20196
1030,1,19887,19949
1031,1,20025,20160
1032,1,19916,20071
1033,1,19815,19854
1034,1,19893,
1035,1,19907,19952
1036,1,19945,20098
1037,1,19740,19816
1038,1,19950,20049
1039,1,19950,19997
1040,1,19876,
1041,1,20022,20084
1042,1,20045,
1043,1,19973,
1044,1,19784,19931
1045,1,20026,
1046,1,19727,
1047,1,19738,19873
1048,1,19775,19952
1049,1,19883,20035
1050,1,19990,19995
1051,1,20044,
1052,1,19923,19963
1053,1,20027,20111
1054,1,19807,19915
1055,1,20030,20131
1056,1,20058,
1057,1,19856,20022
1058,1,19772,19804
1059,1,19771,19891
1060,1,19764,19898
1061,1,19848,19945
1062,1,19731,19891
1063,1,19945,20043
1064,1,19744,19801
1065,1,19928,19999
1066,1,19870,20019
1067,1,19791,19858
1068,1,19846,19848
1069,1,19907,19990
1070,1,19860,19900
1071,1,19949,
1072,1,19725,
1073,1,19890,20035
1074,1,19961,
1075,1,20044,
1076,1,19947,
1077,1,19878,
1078,1,19942,19989
1079,1,20024,20028
1080,1,19963,
1081,1,19725,19762
1082,1,20063,20231
1083,1,19809,19965
1084,1,19800,
1085,1,20053,20101
1086,1,19741,19806
1087,1,19723,19859
1088,1,19859,
1089,1,20085,
1090,1,19881,
1091,1,19801,19803
1092,1,19801,19854
1093,1,19893,20068
1094,1,19810,
1095,1,20014,
1096,1,19954,20049
1097,1,20067,20194
1098,1,20030,20124
1099,1,19953,19972
1100,1,19815,
1101,1,19791,19837
1102,1,19877,
1103,1,20011,
1104,1,19952,
1105,1,19818,
1106,1,19981,20044
1107,1,19862,19992
1108,1,20073,20120
1109,1,19864,
1110,1,20031,20204
1111,1,19877,20031
1112,1,19762,19929
1113,1,19943,
1114,1,20038,20083
1115,1,19798,19859
1116,1,20003,
1117,1,19905,
1118,1,20028,20183
1119,1,20002,20082
1120,1,19991,20106
1121,1,19767,
1122,1,20036,20040
1123,1,19947,
1124,1,20010,
1125,1,20026,
1126,1,19843,19979
1127,1,19976,20132
1128,1,19746,19876
1129,1,20003,
1130,1,19760,
1131,1,19858,19985
1132,1,19751,19858
1133,1,20069,20207
1134,1,20046,20141
1135,1,19769,19894
1136,1,19801,19808
1137,1,19818,19895
1138,1,19988,
1139,1,19974,20063
1140,1,20049,
1141,1,19757,
1142,1,19995,20063
1143,1,19985,20105
1144,1,19962,20083
1145,1,19843,
1146,1,19918,20044
1147,1,19896,
1148,1,19886,19919
1149,1,20015,
1150,1,19806,
1151,1,20059,20090
1152,1,19722,
1153,1,19807,
1154,1,19776,
1155,1,20069,
1156,1,20032,20199
1157,1,19788,19933
1158,1,19780,19920
1159,1,19810,
1160,1,19881,19941
1161,1,19969,20079
1162,1,19829,
1163,1,19869,19933
1164,1,19868,
1165,1,19813,19955
1166,1,19766,
1167,1,20013,
1168,1,19987,20150
1169,1,19786,
1170,1,20053,20228
1171,1,19922,19942
1172,1,19902,
1173,1,19820,19849
1174,1,19794,19851
1175,1,19809,
1176,1,20043,
1177,1,19733,
1178,1,19773,19897
1179,1,19763,
1180,1,19765,
1181,1,19910,19918
1182,1,20068,20149
1183,1,19751,19786
1184,1,19742,19823
1185,1,19891,20050
1186,1,19726,19832
1187,1,20084,
1188,1,20035,20048
1189,1,19925,
1190,1,19868,
1191,1,20029,20157
1192,1,19949,
1193,1,19729,19893
1194,1,20056,
1195,1,19961,19966
1196,1,20046,
1197,1,19827,
1198,1,19898,20072
1199,1,19967,20141
1200,1,19776,19917
1201,1,19857,19930
1202,1,20021,20199
1203,1,19796,19822
1204,1,19972,
1205,1,20022,20101
1206,1,20074,
1207,1,20045,20115
1208,1,19806,19851
1209,1,19771,19866
1210,1,19776,
1211,1,19854,
1212,1,19855,19874
1213,1,20015,20152
1214,1,19759,
1215,1,20016,20119
1216,1,19950,
1217,1,19787,19789
1218,1,19841,19856
1219,1,20040,
1220,1,19833,19987
1221,1,20060,20225
1222,1,19801,
1223,1,20005,20041
1224,1,19993,
1225,1,19867,19973
1226,1,19849,
1227,1,19780,
1228,1,19752,
1229,1,19833,19954
1230,1,19985,
1231,1,20048,
1232,1,19855,20000
1233,1,19925,
1234,1,19895,
1235,1,19841,
1236,1,19902,19950
1237,1,20005,
1238,1,19802,19956
1239,1,20075,20146
1240,1,19963,20102
1241,1,19792,
1242,1,20039,
1243,1,19960,20118
1244,1,19773,19801
1245,1,19891,19986
1246,1,20069,
1247,1,19781,
1248,1,19879,
1249,1,20037,20151
1250,1,19819,
1251,1,19895,
1252,1,20032,20055
1253,1,19911,19949
1254,1,19937,19982
1255,1,19919,
1256,1,19771,
1257,1,19913,19917
1258,1,20037,20125
1259,1,20084,20116
1260,1,19877,20020
1261,1,19885,19947
1262,1,19999,
1263,1,19835,
1264,1,19878,
1265,1,19869,20030
1266,1,19908,
1267,1,19883,
1268,1,19745,
1269,1,19722,19799
1270,1,20014,20044
1271,1,19812,
1272,1,19816,
1273,1,19930,
1274,1,20019,
1275,1,19805,19913
1276,1,19991,
1277,1,19892,
1278,1,19737,19866
1279,1,19993,20118
1280,1,19930,20006
1281,1,19920,20063
1282,1,19746,19881
1283,1,19922,
1284,1,19811,19814
1285,1,19773,19933
1286,1,19846,
1287,1,20016,
1288,1,19725,
1289,1,19824,19910
1290,1,20069,20164
1291,1,19739,19897
1292,1,20074,20243
1293,1,19948,
1294,1,19859,
1295,1,20067,20203
1296,1,20047,
1297,1,19839,19992
1298,1,19934,20072
1299,1,19967,20079
1300,1,20084,
1301,1,19882,
1302,1,19726,19796
1303,1,19936,
1304,1,19738,19759
1305,1,19737,19777
1306,1,20055,
1307,1,19947,19992
1308,1,19851,
1309,1,20039,20107
1310,1,19952,
1311,1,20082,
1312,1,19801,
1313,1,19753,19821
1314,1,20016,20133
1315,1,19922,
1316,1,20077,20173
1317,1,19884,
1318,1,19986,
1319,1,19882,19917
1320,1,19953,20009
1321,1,19743,19891
1322,1,19792,19806
1323,1,19793,19891
1324,1,19956,19964
1325,1,19819,
1326,1,19786,19919
1327,1,19772,
1328,1,19894,19971
1329,1,20080,
1330,1,19731,
1331,1,19954,20029
1332,1,19982,
1333,1,19741,
1334,1,19910,
1335,1,19809,
1336,1,19918,
1337,1,19803,
1338,1,19921,19995
1339,1,20050,20198
1340,1,19830,19915
1341,1,19990,
1342,1,19752,19814
1343,1,20030,20110
1344,1,19916,
1345,1,20063,
1346,1,20015,20156
1347,1,19864,
1348,1,19944,20085
1349,1,20003,
1350,1,19897,19914
1351,1,19937,19991
1352,1,20036,
1353,1,19839,
1354,1,19789,19886
1355,1,19944,19967
1356,1,20064,20183
1357,1,20012,
1358,1,19800,19833
1359,1,19865,19925
1360,1,19763,19870
1361,1,19979,
1362,1,19811,19965
1363,1,19923,19925
1364,1,19946,19967
1365,1,19963,19985
1366,1,19833,19895
1368,1,19822,19913
1369,1,19839,
1370,1,19987,
1371,1,19780,19863
1372,1,19974,20119
1373,1,20017,
1374,1,19798,19852
1375,1,19790,19798
1376,1,20063,20105
1377,1,19968,19983
1378,1,19945,
1379,1,19860,20004
1380,1,19824,19895
1381,1,19934,19979
1382,1,19806,19820
1383,1,19748,19897
1384,1,19735,19782
1385,1,19916,
1386,1,19805,
1387,1,20083,
1388,1,19969,
1389,1,19782,
1390,1,19946,20096
1391,1,19941,19948
1392,1,19756,19914
1393,1,19728,19831
1394,1,19873,20041
1395,1,19974,
1396,1,19882,
1397,1,19775,
1398,1,19891,20014
1399,1,19910,19919
1400,1,19836,19955
1401,1,20034,20153
1402,1,19929,20080
1403,1,19835,19887
1404,1,20040,
1405,1,19763,19927
1406,1,19976,
1407,1,19830,19858
1408,1,19900,
1409,1,19925,
1410,1,19727,
1411,1,19906,
1412,1,19972,
1413,1,20019,
1414,1,19793,19812
1415,1,19751,19816
1416,1,20007,20064
1417,1,19730,19834
1418,1,19986,20162
1419,1,19968,
1420,1,19880,
1421,1,19960,19988
1422,1,19738,19827
1423,1,19897,19985
1424,1,19914,
1425,1,19891,
1426,1,19821,
1427,1,19822,
1428,1,19891,20018
1429,1,19937,20048
1430,1,20053,20115
1431,1,19886,19958
1432,1,20008,20137
1433,1,19998,20034
1434,1,20038,20148
1435,1,19750,19770
1436,1,19995,20163
1437,1,19727,
1438,1,19924,19930
1439,1,19959,20036
1440,1,19783,19800
1441,1,19909,
1442,1,19861,
1443,1,20067,20231
1444,1,19897,
1445,1,19935,
1446,1,19898,
1447,1,19771,
1448,1,19921,
1449,1,19977,19984
1450,1,19754,
1451,1,19938,
1452,1,19747,19840
1453,1,19847,
1454,1,19955,19980
1455,1,19973,20013
1456,1,19921,
1457,1,19886,
1458,1,20058,20086
1459,1,19976,
1460,1,20062,
1461,1,19778,
1462,1,20005,20154
1463,1,19974,
1464,1,19888,19980
1465,1,19750,19921
1466,1,20065,
1467,1,19795,19796
1468,1,19823,
1469,1,19804,19978
1470,1,19883,20039
1471,1,19898,20055
1472,1,19831,19988
1473,1,19836,
1474,1,19967,20011
1475,1,19993,20159
1476,1,19834,
1477,1,20058,
